"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 29, 2021","252,500.00","252,500.00","255,000.00","250,000.00","-","0.80%"
"Dec 28, 2021","250,500.00","250,500.00","253,000.00","248,000.00","-","2.87%"
"Dec 27, 2021","243,500.00","243,500.00","246,000.00","241,000.00","-","2.96%"
"Dec 24, 2021","236,500.00","236,500.00","239,000.00","234,000.00","-","2.60%"
"Dec 23, 2021","230,500.00","230,500.00","233,000.00","228,000.00","-","2.67%"
"Dec 22, 2021","224,500.00","224,500.00","227,000.00","222,000.00","-","0.00%"
"Dec 21, 2021","224,500.00","224,500.00","227,000.00","222,000.00","-","1.35%"
"Dec 20, 2021","221,500.00","221,500.00","224,000.00","219,000.00","-","2.78%"
"Dec 17, 2021","215,500.00","215,500.00","218,000.00","213,000.00","-","2.38%"
"Dec 16, 2021","210,500.00","210,500.00","213,000.00","208,000.00","-","0.48%"
"Dec 15, 2021","209,500.00","209,500.00","212,000.00","207,000.00","-","0.96%"
"Dec 14, 2021","207,500.00","207,500.00","210,000.00","205,000.00","-","0.00%"
"Dec 13, 2021","207,500.00","207,500.00","210,000.00","205,000.00","-","2.47%"
"Dec 10, 2021","202,500.00","202,500.00","205,000.00","200,000.00","-","2.02%"
"Dec 09, 2021","198,500.00","198,500.00","201,000.00","196,000.00","-","2.06%"
"Dec 08, 2021","194,500.00","194,500.00","197,000.00","192,000.00","-","2.10%"
"Dec 07, 2021","190,500.00","190,500.00","193,000.00","188,000.00","-","0.00%"
"Dec 06, 2021","190,500.00","190,500.00","193,000.00","188,000.00","-","0.00%"
"Dec 03, 2021","190,500.00","190,500.00","193,000.00","188,000.00","-","0.53%"
"Dec 02, 2021","189,500.00","189,500.00","192,000.00","187,000.00","-","1.07%"
"Dec 01, 2021","187,500.00","187,500.00","190,000.00","185,000.00","-","1.08%"
"Nov 30, 2021","185,500.00","185,500.00","188,000.00","183,000.00","-","0.00%"
"Nov 29, 2021","185,500.00","185,500.00","188,000.00","183,000.00","-","0.00%"
"Nov 26, 2021","185,500.00","185,500.00","188,000.00","183,000.00","-","0.00%"
"Nov 25, 2021","185,500.00","185,500.00","188,000.00","183,000.00","-","0.00%"
"Nov 24, 2021","185,500.00","185,500.00","188,000.00","183,000.00","-","0.00%"
"Nov 23, 2021","185,500.00","185,500.00","188,000.00","183,000.00","-","1.64%"
"Nov 22, 2021","182,500.00","182,500.00","185,000.00","180,000.00","-","1.11%"
"Nov 19, 2021","180,500.00","180,500.00","183,000.00","178,000.00","-","0.00%"
"Nov 18, 2021","180,500.00","180,500.00","183,000.00","178,000.00","-","0.00%"
"Nov 17, 2021","180,500.00","180,500.00","183,000.00","178,000.00","-","1.12%"
"Nov 16, 2021","178,500.00","178,500.00","181,000.00","176,000.00","-","0.00%"
"Nov 15, 2021","178,500.00","178,500.00","181,000.00","176,000.00","-","0.00%"
"Nov 12, 2021","178,500.00","178,500.00","181,000.00","176,000.00","-","0.00%"
"Nov 11, 2021","178,500.00","178,500.00","181,000.00","176,000.00","-","0.56%"
"Nov 10, 2021","177,500.00","177,500.00","180,000.00","175,000.00","-","1.14%"
"Nov 09, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Nov 08, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Nov 05, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Nov 04, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Nov 03, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Nov 02, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Nov 01, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Oct 29, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Oct 28, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Oct 27, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Oct 26, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","0.00%"
"Oct 25, 2021","175,500.00","175,500.00","178,000.00","173,000.00","-","1.74%"
"Oct 22, 2021","172,500.00","172,500.00","175,000.00","170,000.00","-","-1.15%"
"Oct 21, 2021","174,500.00","174,500.00","177,000.00","172,000.00","-","0.87%"
"Oct 20, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 19, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 18, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 15, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 14, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 13, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 12, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","0.00%"
"Oct 11, 2021","173,000.00","173,000.00","174,000.00","172,000.00","-","1.17%"
"Sep 29, 2021","171,000.00","171,000.00","172,000.00","170,000.00","-","1.18%"
"Sep 28, 2021","169,000.00","169,000.00","170,000.00","168,000.00","-","1.81%"
"Sep 27, 2021","166,000.00","166,000.00","167,000.00","165,000.00","-","3.75%"
"Sep 24, 2021","160,000.00","160,000.00","161,000.00","159,000.00","-","1.91%"
"Sep 23, 2021","157,000.00","157,000.00","158,000.00","156,000.00","-","1.95%"
"Sep 22, 2021","154,000.00","154,000.00","155,000.00","153,000.00","-","4.05%"
"Sep 17, 2021","148,000.00","148,000.00","149,000.00","147,000.00","-","2.07%"
"Sep 16, 2021","145,000.00","145,000.00","146,000.00","144,000.00","-","2.11%"
"Sep 15, 2021","142,000.00","142,000.00","143,000.00","141,000.00","-","2.16%"
"Sep 14, 2021","139,000.00","139,000.00","140,000.00","138,000.00","-","1.46%"
"Sep 13, 2021","137,000.00","137,000.00","138,000.00","136,000.00","-","2.24%"
"Sep 10, 2021","134,000.00","134,000.00","135,000.00","133,000.00","-","2.29%"
"Sep 09, 2021","131,000.00","131,000.00","132,000.00","130,000.00","-","2.34%"
"Sep 08, 2021","128,000.00","128,000.00","129,000.00","127,000.00","-","2.40%"
"Sep 07, 2021","125,000.00","125,000.00","126,000.00","124,000.00","-","2.46%"
"Sep 06, 2021","122,000.00","122,000.00","123,000.00","121,000.00","-","1.67%"
"Sep 03, 2021","120,000.00","120,000.00","121,000.00","119,000.00","-","1.69%"
"Sep 02, 2021","118,000.00","118,000.00","119,000.00","117,000.00","-","2.61%"
"Sep 01, 2021","115,000.00","115,000.00","116,000.00","114,000.00","-","2.68%"
"Aug 31, 2021","112,000.00","112,000.00","113,000.00","111,000.00","-","1.82%"
"Aug 30, 2021","110,000.00","110,000.00","111,000.00","109,000.00","-","1.85%"
"Aug 27, 2021","108,000.00","108,000.00","109,000.00","107,000.00","-","0.93%"
"Aug 26, 2021","107,000.00","107,000.00","108,000.00","106,000.00","-","0.94%"
"Aug 25, 2021","106,000.00","106,000.00","107,000.00","105,000.00","-","1.92%"
"Aug 24, 2021","104,000.00","104,000.00","105,000.00","103,000.00","-","1.96%"
"Aug 23, 2021","102,000.00","102,000.00","103,000.00","101,000.00","-","2.00%"
"Aug 20, 2021","100,000.00","100,000.00","101,000.00","99,000.00","-","0.00%"
"Aug 19, 2021","100,000.00","100,000.00","101,000.00","99,000.00","-","0.00%"
"Aug 18, 2021","100,000.00","100,000.00","101,000.00","99,000.00","-","2.04%"
"Aug 17, 2021","98,000.00","98,000.00","99,000.00","97,000.00","-","2.08%"
"Aug 16, 2021","96,000.00","96,000.00","97,000.00","95,000.00","-","2.13%"
"Aug 13, 2021","94,000.00","94,000.00","95,000.00","93,000.00","-","1.08%"
"Aug 12, 2021","93,000.00","93,000.00","94,000.00","92,000.00","-","1.09%"
"Aug 11, 2021","92,000.00","92,000.00","93,000.00","91,000.00","-","1.10%"
"Aug 10, 2021","91,000.00","91,000.00","92,000.00","90,000.00","-","2.25%"
"Aug 09, 2021","89,000.00","89,000.00","90,000.00","88,000.00","-","2.30%"
"Aug 06, 2021","87,000.00","87,000.00","88,000.00","86,000.00","-","0.00%"
"Aug 05, 2021","87,000.00","87,000.00","88,000.00","86,000.00","-","0.00%"
"Aug 04, 2021","87,000.00","87,000.00","88,000.00","86,000.00","-","0.00%"
"Aug 03, 2021","87,000.00","87,000.00","88,000.00","86,000.00","-","2.35%"
"Aug 02, 2021","85,000.00","85,000.00","86,000.00","84,000.00","-","0.00%"
"Jul 30, 2021","85,000.00","85,000.00","86,000.00","84,000.00","-","1.19%"
"Jul 29, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","1.20%"
"Jul 28, 2021","83,000.00","83,000.00","84,000.00","82,000.00","-","1.22%"
"Jul 27, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Jul 26, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","2.50%"
"Jul 23, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 22, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 21, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 20, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 19, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 16, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 15, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 14, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 13, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 12, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 09, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 08, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 07, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 06, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 05, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 02, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jul 01, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jun 30, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jun 29, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jun 28, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jun 25, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jun 24, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Jun 23, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","-1.23%"
"Jun 22, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 21, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 18, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 17, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 16, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 15, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 11, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 10, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 09, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 08, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 07, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 04, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 03, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 02, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"Jun 01, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"May 31, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"May 28, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"May 27, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"May 26, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"May 25, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","0.00%"
"May 24, 2021","81,000.00","81,000.00","82,000.00","80,000.00","-","-0.61%"
"May 21, 2021","81,500.00","81,500.00","82,500.00","80,500.00","-","0.00%"
"May 20, 2021","81,500.00","81,500.00","82,500.00","80,500.00","-","0.00%"
"May 19, 2021","81,500.00","81,500.00","82,500.00","80,500.00","-","0.00%"
"May 18, 2021","81,500.00","81,500.00","82,500.00","80,500.00","-","-0.61%"
"May 17, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 14, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 13, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 12, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 11, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 10, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 07, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"May 06, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 30, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 29, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 28, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 27, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 26, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 23, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 22, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 21, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 20, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 19, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 16, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 15, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","0.00%"
"Apr 14, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","-1.20%"
"Apr 13, 2021","83,000.00","83,000.00","84,000.00","82,000.00","-","0.00%"
"Apr 12, 2021","83,000.00","83,000.00","84,000.00","82,000.00","-","0.00%"
"Apr 09, 2021","83,000.00","83,000.00","84,000.00","82,000.00","-","0.00%"
"Apr 08, 2021","83,000.00","83,000.00","84,000.00","82,000.00","-","-1.19%"
"Apr 07, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Apr 06, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Apr 02, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Apr 01, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 31, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 30, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 29, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 26, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 25, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 24, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 23, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","0.00%"
"Mar 22, 2021","84,000.00","84,000.00","85,000.00","83,000.00","-","1.20%"
"Mar 19, 2021","83,000.00","83,000.00","84,000.00","82,000.00","-","1.22%"
"Mar 18, 2021","82,000.00","82,000.00","83,000.00","81,000.00","-","2.50%"
"Mar 17, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 16, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 15, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 12, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 11, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 10, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 09, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 08, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 05, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.00%"
"Mar 04, 2021","80,000.00","80,000.00","81,000.00","79,000.00","-","0.63%"
"Mar 03, 2021","79,500.00","79,500.00","80,500.00","78,500.00","-","2.58%"
"Mar 02, 2021","77,500.00","77,500.00","78,500.00","76,500.00","-","0.00%"
"Mar 01, 2021","77,500.00","77,500.00","78,500.00","76,500.00","-","0.65%"
"Feb 26, 2021","77,000.00","77,000.00","78,000.00","76,000.00","-","1.32%"
"Feb 25, 2021","76,000.00","76,000.00","77,000.00","75,000.00","-","2.70%"
"Feb 24, 2021","74,000.00","74,000.00","75,000.00","73,000.00","-","2.78%"
"Feb 23, 2021","72,000.00","72,000.00","73,000.00","71,000.00","-","2.86%"
"Feb 22, 2021","70,000.00","70,000.00","71,000.00","69,000.00","-","2.19%"
"Feb 05, 2021","68,500.00","68,500.00","69,500.00","67,500.00","-","0.00%"
"Feb 04, 2021","68,500.00","68,500.00","69,500.00","67,500.00","-","0.00%"
"Feb 03, 2021","68,500.00","68,500.00","69,500.00","67,500.00","-","0.00%"
"Feb 02, 2021","68,500.00","68,500.00","69,500.00","67,500.00","-","0.00%"
"Feb 01, 2021","68,500.00","68,500.00","69,500.00","67,500.00","-","0.74%"
"Jan 29, 2021","68,000.00","68,000.00","69,000.00","67,000.00","-","0.74%"
"Jan 28, 2021","67,500.00","67,500.00","68,500.00","66,500.00","-","0.00%"
"Jan 27, 2021","67,500.00","67,500.00","68,500.00","66,500.00","-","2.27%"
"Jan 26, 2021","66,000.00","66,000.00","67,000.00","65,000.00","-","2.33%"
"Jan 25, 2021","64,500.00","64,500.00","65,500.00","63,500.00","-","2.38%"
"Jan 22, 2021","63,000.00","63,000.00","64,000.00","62,000.00","-","2.44%"
"Jan 21, 2021","61,500.00","61,500.00","62,500.00","60,500.00","-","0.00%"
"Jan 20, 2021","61,500.00","61,500.00","62,500.00","60,500.00","-","2.50%"
"Jan 19, 2021","60,000.00","60,000.00","61,000.00","59,000.00","-","2.56%"
"Jan 18, 2021","58,500.00","58,500.00","59,500.00","57,500.00","-","2.63%"
"Jan 15, 2021","57,000.00","57,000.00","58,000.00","56,000.00","-","1.79%"
"Jan 14, 2021","56,000.00","56,000.00","57,000.00","55,000.00","-","1.82%"
"Jan 13, 2021","55,000.00","55,000.00","56,000.00","54,000.00","-","0.00%"
"Jan 12, 2021","55,000.00","55,000.00","56,000.00","54,000.00","-","1.85%"
"Jan 11, 2021","54,000.00","54,000.00","55,000.00","53,000.00","-","2.86%"
"Jan 08, 2021","52,500.00","52,500.00","53,500.00","51,500.00","-","1.94%"
"Jan 07, 2021","51,500.00","51,500.00","52,500.00","50,500.00","-","1.98%"
"Jan 06, 2021","50,500.00","50,500.00","51,500.00","49,500.00","-","2.02%"
"Jan 05, 2021","49,500.00","49,500.00","50,500.00","48,500.00","-","2.06%"
"Jan 04, 2021","48,500.00","48,500.00","49,500.00","47,500.00","-","0.00%"
"Dec 31, 2020","48,500.00","48,500.00","49,500.00","47,500.00","-","1.04%"
"Dec 30, 2020","48,000.00","48,000.00","49,000.00","47,000.00","-","0.00%"
"Dec 29, 2020","48,000.00","48,000.00","49,000.00","47,000.00","-","2.13%"
"Dec 28, 2020","47,000.00","47,000.00","48,000.00","46,000.00","-","2.17%"
"Dec 25, 2020","46,000.00","46,000.00","47,000.00","45,000.00","-","0.00%"
"Dec 24, 2020","46,000.00","46,000.00","47,000.00","45,000.00","-","1.10%"
"Dec 23, 2020","45,500.00","45,500.00","46,500.00","44,500.00","-","2.25%"
"Dec 22, 2020","44,500.00","44,500.00","45,500.00","43,500.00","-","1.14%"
"Dec 21, 2020","44,000.00","44,000.00","45,000.00","43,000.00","-","0.00%"
"Dec 18, 2020","44,000.00","44,000.00","45,000.00","43,000.00","-","0.00%"
"Dec 17, 2020","44,000.00","44,000.00","45,000.00","43,000.00","-","0.00%"
"Dec 16, 2020","44,000.00","44,000.00","45,000.00","43,000.00","-","0.00%"
"Dec 15, 2020","44,000.00","44,000.00","45,000.00","43,000.00","-","1.15%"
"Dec 14, 2020","43,500.00","43,500.00","44,500.00","42,500.00","-","1.16%"
"Dec 11, 2020","43,000.00","43,000.00","44,000.00","42,000.00","-","0.00%"
"Dec 10, 2020","43,000.00","43,000.00","44,000.00","42,000.00","-","2.38%"
"Dec 09, 2020","42,000.00","42,000.00","43,000.00","41,000.00","-","0.00%"
"Dec 08, 2020","42,000.00","42,000.00","43,000.00","41,000.00","-","0.00%"
"Dec 07, 2020","42,000.00","42,000.00","43,000.00","41,000.00","-","2.44%"
"Dec 04, 2020","41,000.00","41,000.00","42,000.00","40,000.00","-","0.00%"
"Dec 03, 2020","41,000.00","41,000.00","42,000.00","40,000.00","-","0.00%"
"Dec 02, 2020","41,000.00","41,000.00","42,000.00","40,000.00","-","2.50%"
"Dec 01, 2020","40,000.00","40,000.00","41,000.00","39,000.00","-","2.56%"
"Nov 30, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 27, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 26, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 25, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 24, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 23, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 20, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","1.30%"
"Nov 19, 2020","38,500.00","38,500.00","39,500.00","37,500.00","-","1.32%"
"Nov 18, 2020","38,000.00","38,000.00","39,000.00","37,000.00","-","1.33%"
"Nov 17, 2020","37,500.00","37,500.00","38,500.00","36,500.00","-","0.00%"
"Nov 16, 2020","37,500.00","37,500.00","38,500.00","36,500.00","-","1.35%"
"Nov 13, 2020","37,000.00","37,000.00","38,000.00","36,000.00","-","0.00%"
"Nov 12, 2020","37,000.00","37,000.00","38,000.00","36,000.00","-","1.37%"
"Nov 11, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 10, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 09, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 06, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 05, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","1.39%"
"Nov 04, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","0.00%"
"Nov 03, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","0.00%"
"Nov 02, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","0.00%"
"Oct 30, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","1.41%"
"Oct 29, 2020","35,500.00","35,500.00","36,500.00","34,500.00","-","0.00%"
"Oct 28, 2020","35,500.00","35,500.00","36,500.00","34,500.00","-","0.00%"
"Oct 27, 2020","35,500.00","35,500.00","36,500.00","34,500.00","-","0.85%"
"Oct 26, 2020","35,200.00","35,200.00","36,200.00","34,200.00","-","0.57%"
"Oct 23, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 22, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 21, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 20, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 19, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 16, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 15, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.57%"
"Oct 14, 2020","34,800.00","34,800.00","35,800.00","33,800.00","-","0.87%"
"Oct 13, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Oct 12, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Sep 29, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Sep 28, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.58%"
"Sep 25, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 24, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 23, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 22, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 21, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.88%"
"Sep 18, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 17, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 16, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 15, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 14, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 11, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 10, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 09, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 08, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 07, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 04, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 03, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 02, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 01, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 31, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 28, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 27, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 26, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 25, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 24, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 21, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 20, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","-2.02%"
"Aug 19, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 18, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 17, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
